source_inventory_id,redacted_source_path,programme,functional_area,sensitivity,duplicate_group_id,proposed_drive_folder,canonical_resource_type,target_canonical_asset_id,target_file_type,owner_role,website_section,consolidation_action,notes
SRC-000425,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/00. Facilitator Information/02. Schedule and Program/Example Programme.xlsx,General,Other,internal-source,DUP-C0ED53F81E,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Sheet,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000426,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/00. Facilitator Information/02. Schedule and Program/How to prepare the Schedule and Program.pdf,General,Other,internal-source,DUP-6D7517DC7B,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Doc or Markdown page,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000427,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/00. Facilitator Information/03. Information Sessions/.DS_Store,General,Weekly sessions,internal-source,DUP-F2E01C7901,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000428,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/00. Facilitator Information/03. Information Sessions/1. Information Session/Information Session Video.pdf,General,Weekly sessions,internal-source,DUP-3D9CE58825,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000429,REDACTED-SENSITIVE-SOURCE/SRC-000429.pptx,General,Weekly sessions,restricted-source,DUP-7E061D6B9F,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Private review packet,Session Coordinator,Sessions,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000430,REDACTED-SENSITIVE-SOURCE/SRC-000430.file,General,Weekly sessions,restricted-source,DUP-14026453E9,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Private review packet,Session Coordinator,Sessions,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000431,REDACTED-SENSITIVE-SOURCE/SRC-000431.docx,General,Weekly sessions,restricted-source,DUP-ACDDB2B785,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Private review packet,Session Coordinator,Sessions,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000432,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/.DS_Store,General,Kickoff camp,internal-source,DUP-CF1ADF3941,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Drive file reference,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000433,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/01. Activities/Bivy Tent Setup.pdf,General,Kickoff camp,internal-source,DUP-A54D2BB94C,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000434,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/01. Activities/Father & Son Questions.pdf,Boys,Kickoff camp,internal-source,DUP-8F47C4ED5B,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000435,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/01. Activities/Father & Son Questions.pptx,Boys,Kickoff camp,internal-source,DUP-AE55B6FF06,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000436,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/01. Activities/Kleilat.pdf,General,Kickoff camp,internal-source,DUP-3FE25F7956,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000437,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/01. Activities/Malachi 4.pdf,General,Kickoff camp,internal-source,DUP-B803775E62,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000438,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/01. Activities/Malachi Sandbox Demo.pdf,General,Kickoff camp,internal-source,DUP-64495F7011,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000439,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/01. Activities/Tug of War.pdf,General,Kickoff camp,internal-source,DUP-19390F45F8,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000440,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/02. Program and Checklist/.DS_Store,General,Kickoff camp,internal-source,DUP-62E045179B,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Drive file reference,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000441,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/02. Program and Checklist/Example Camping List - Kick-off camp.xls,General,Kickoff camp,internal-source,DUP-6241CEEED2,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Sheet,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000442,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/02. Program and Checklist/Example Kick-off Camp program.docx,General,Kickoff camp,internal-source,DUP-52B32C43F9,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000443,REDACTED-SENSITIVE-SOURCE/SRC-000443.pptx,General,Kickoff camp,restricted-source,DUP-B542F414AC,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000444,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/03. Dad_s Toolbox (WhatsApp Group)/1. WhatsApp Message 1_Disclaimer.pptx,General,Kickoff camp,internal-source,DUP-866DB4E761,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000445,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/03. Dad_s Toolbox (WhatsApp Group)/2. WhatsApp Message 2_Malachi.pptx,General,Kickoff camp,internal-source,DUP-958B848AC4,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000446,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/01. Kick-off Camp/03. Dad_s Toolbox (WhatsApp Group)/3. Malachi 4.pdf,General,Kickoff camp,internal-source,DUP-B803775E62,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000447,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/00. Session Overview/The Journey Session Overview Manhood.pdf,Boys,Weekly sessions,internal-source,DUP-B72D7CF3D7,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000448,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/01. Activity Father & Son/Carry the Crown.pdf,Boys,Weekly sessions,internal-source,DUP-0C5AE0D293,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000449,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/02. Theme Video/Man in the House.pdf,Boys,Weekly sessions,internal-source,DUP-40DF84ED44,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000450,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/03. Discussion & Scripture/Worldly Man vs Godly Man.pdf,Boys,Weekly sessions,internal-source,DUP-CE760A121E,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000451,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/04. Demonstration & Media/Being the Influencer.pdf,Boys,Weekly sessions,internal-source,DUP-55F4821384,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000452,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/07. Boys Teaching & Homework/Challenge for the week 1.pptx,Boys,Weekly sessions,internal-source,DUP-128CE6FEFF,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000453,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/8. Dad_s Toolbox (WhatsApp Group)/1. WhatsApp Message 3_Fathers Matter.pptx,Boys,Weekly sessions,internal-source,DUP-B3577E8288,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000454,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/8. Dad_s Toolbox (WhatsApp Group)/2. Fathers Matter.pdf,Boys,Weekly sessions,internal-source,DUP-FAA6010DD9,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000455,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/8. Dad_s Toolbox (WhatsApp Group)/3. WhatsApp Message 4_Man in The House.pptx,Boys,Weekly sessions,internal-source,DUP-1D52016B81,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000456,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/02. Session 1_MANHOOD/8. Dad_s Toolbox (WhatsApp Group)/4. Man in the House.pdf,Boys,Weekly sessions,internal-source,DUP-40DF84ED44,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000457,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/.DS_Store,Boys,Weekly sessions,internal-source,DUP-549F73C648,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000458,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/00. Session Overview/THE JOURNEY Session Overview Man of Action 1.pdf,Boys,Weekly sessions,internal-source,DUP-4FC0DFA660,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000459,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/01. Activity Father & Son/Hula Hoop Chain.pdf,Boys,Weekly sessions,internal-source,DUP-AD852ED738,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000460,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/02. Theme Video/1. A man rejects passivity.pdf,Boys,Weekly sessions,internal-source,DUP-F0A9D59BBC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000461,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/03. Discussion & Scripture/Reject Passivity Game.pdf,Boys,Weekly sessions,internal-source,DUP-6E2F65646C,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000462,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/03. Discussion & Scripture/The Tree.pdf,Boys,Weekly sessions,internal-source,DUP-3BBAC7D0C3,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000463,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/04. Demonstration & Media/Malachi Demonstration Part 3.pdf,Boys,Weekly sessions,internal-source,DUP-C23CABB451,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000464,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/05. Presentation & Testimony/Man of Action 1.pptx,Boys,Weekly sessions,internal-source,DUP-60B3EB51EB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000465,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/07. Boys Teaching & Homework/Challenge for the week 2.pptx,Boys,Weekly sessions,internal-source,DUP-67FBA74201,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000466,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/8. Dad_s Toolbox (WhatsApp Group)/1. WhatsApp Message 4_Man of Action.pptx,Boys,Weekly sessions,internal-source,DUP-59D432B9CF,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000467,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/8. Dad_s Toolbox (WhatsApp Group)/2. A man rejects passivity.pdf,Boys,Weekly sessions,internal-source,DUP-F0A9D59BBC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000468,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/8. Dad_s Toolbox (WhatsApp Group)/3. Being the Influencer.pdf,Boys,Weekly sessions,internal-source,DUP-55F4821384,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000469,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/.DS_Store,Boys,Weekly sessions,internal-source,DUP-62F1D95729,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000470,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/00. Session Overview/The Journey Session Overview Man of Action 2.pdf,Boys,Weekly sessions,internal-source,DUP-6EF6E106DB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000471,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/01. Activity Father  & Son/Human Ladder.pdf,Boys,Weekly sessions,internal-source,DUP-C4F74B6CAA,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000472,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/02. Theme Video/1. A man rejects passivity.pdf,Boys,Weekly sessions,internal-source,DUP-F0A9D59BBC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000473,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/03. Discussion & Scripture/Discussion.pdf,Boys,Weekly sessions,internal-source,DUP-9E0D8B23D5,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000474,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/04. Demonstration & Media/Choose Action over Perfection.pdf,Boys,Weekly sessions,internal-source,DUP-10DEFEFC28,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000475,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/07. Boys Teaching & Homework/Challenge for the week 3.pptx,Boys,Weekly sessions,internal-source,DUP-97DA8B3E02,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000476,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/8. Dad_s Toolbox (WhatsApp Group)/1. WhatsApp Message 5_Action not Perfection.pptx,Boys,Weekly sessions,internal-source,DUP-84B9CA0934,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000477,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/8. Dad_s Toolbox (WhatsApp Group)/2. Choose Action over Perfection.pdf,Boys,Weekly sessions,internal-source,DUP-10DEFEFC28,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000478,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/05. Surf Adventure (Optional)/01. Activity Father & Son/Surf Challenge.pdf,Boys,Other,internal-source,DUP-B33542F0A4,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Doc or Markdown page,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000479,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/.DS_Store,Boys,Weekly sessions,internal-source,DUP-7A508BC020,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000480,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/00. Session Overview/Introducing THE GOSPEL - Man of responsibility 1 2 and 3 overview.pdf,Boys,Weekly sessions,internal-source,DUP-4B96883D4C,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000481,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/00. Session Overview/The Journey Session Overview Man of Responsibility 1.pdf,Boys,Weekly sessions,internal-source,DUP-A268ADE45B,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000482,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/01. Activity Father & Son/3 Leg Walk.pdf,Boys,Weekly sessions,internal-source,DUP-CC3D3FAF6C,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000483,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/02. Theme Video/2. A man accepts responsibility.pdf,Boys,Weekly sessions,internal-source,DUP-6DE613E26E,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000484,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/03. Discussion & Scripture/Man of Responsibility Discussion 1.pdf,Boys,Weekly sessions,internal-source,DUP-95EC962292,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000485,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/04. Demonstration & Media/What is Character.pdf,Boys,Weekly sessions,internal-source,DUP-7EAD73947E,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000486,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/05. Presentation & Testimony/Man of Responsibility 1.pptx,Boys,Weekly sessions,internal-source,DUP-719C47B1E9,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000487,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/07. Boys Teaching & Homework/Homework.pptx,Boys,Weekly sessions,internal-source,DUP-5641729CD7,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
